disk_type,pool_type,cache_size,iops_min,iops_max,iops_avg,iops_std,iops_samples,bw_min,bw_max,bw_perc,bw_avg,bw_std,bw_samples,clat_min,clat_max,clat_avg,clat_std,iodepth,bs,iops_limit,workload,request_type,iops,bw,bw_mb,total_bw,total_time,clat_1th,clat_50th,clat_90th,clat_99th
rbd,ssd,none,12012,16086,13721.46,894.52,59,768768,1029504,99.85,878173.29,57249.04,59,4016,61412,18552.31,2895.97,256,64ki,100000,randread,read,13.7k,859MiB/s,901MB/s,25.2GiB,30009msec,11863,18482,21103,54264
rbd,ssd,none,12012,16086,13721.46,894.52,59,12968,22328,99.89,15848.93,2083.19,60,4016,61412,18552.31,2895.97,256,4ki,100000,read,read,3966,15.5MiB/s,16.2MB/s,465MiB,30032msec,11,72,83,130
rbd,ssd,none,12012,16086,13721.46,894.52,59,28000,77024,99.95,36501.33,10072.80,60,1930,126450,55837.74,24460.73,256,8ki,100000,read,read,4564,35.7MiB/s,37.4MB/s,1071MiB,30041msec,10,64,84,121
rbd,ssd,none,12012,16086,13721.46,894.52,59,72672,113056,99.98,86682.13,8304.26,60,1687,126135,47036.28,17777.87,256,16ki,100000,read,read,5418,84.7MiB/s,88.8MB/s,2544MiB,30040msec,11,48,70,121
rbd,ssd,none,12012,16086,13721.46,894.52,59,190976,246336,99.98,217372.80,9996.21,60,3355,84771,37521.81,11448.31,256,32ki,100000,read,read,6794,212MiB/s,223MB/s,6376MiB,30032msec,17171,36963,51643,84411
rbd,ssd,none,12012,16086,13721.46,894.52,59,407680,515200,100.00,461879.47,26530.30,60,3355,84771,37521.81,11448.31,256,64ki,100000,read,read,7213,451MiB/s,473MB/s,13.2GiB,30048msec,18,35,50,101
rbd,ssd,none,32170,40956,38440.07,1873.12,119,128680,163824,100.00,153760.27,7492.50,119,1270,67137,3306.57,1683.55,128,4ki,100000,randwrite,write,38.4k,150MiB/s,157MB/s,9003MiB,60003msec,1909,2999,4490,46400
rbd,ssd,none,10752,15326,13318.84,705.10,119,43008,61304,100.00,53275.36,2820.46,119,1593,65739,9541.03,1851.34,128,4ki,100000,write,write,13.3k,52.0MiB/s,54.5MB/s,3120MiB,60006msec,4883,9372,10814,65799
rbd,ssd,none,10752,15326,13318.84,705.10,119,39056,41232,100.00,40009.22,265.27,59,1381,51131,2959.94,914.78,128,4ki,10000,randwrite,write,9998,39.1MiB/s,41.0MB/s,1172MiB,30002msec,1795,2835,3851,16909
rbd,ssd,none,19482,20410,20006.54,158.91,59,77928,81640,100.00,80026.17,635.65,59,1379,47255,3201.33,856.24,128,4ki,20000,randwrite,write,20.0k,78.1MiB/s,81.9MB/s,2344MiB,30002msec,2073,3097,3982,18744
rbd,ssd,none,22428,33680,30011.29,1217.35,59,89712,134720,100.00,120045.02,4869.18,59,1275,52880,3290.25,1717.90,128,4ki,30000,randwrite,write,30.0k,117MiB/s,123MB/s,3516MiB,30004msec,1827,2933,4490,44303
rbd,ssd,none,33626,41104,38891.08,1493.64,59,134504,164416,100.00,155564.47,5974.54,59,1261,45935,3268.17,1455.67,128,4ki,40000,randwrite,write,38.9k,152MiB/s,159MB/s,4555MiB,30007msec,1942,2966,4424,39584
rbd,ssd,none,30278,41460,37728.78,1827.57,59,121112,165840,100.00,150915.12,7310.28,59,1288,91318,3366.56,1648.78,128,4ki,50000,randwrite,write,37.7k,147MiB/s,155MB/s,4421MiB,30003msec,1926,3032,4752,51643
rbd,ssd,none,25452,40478,36795.73,2454.27,59,101808,161912,100.00,147182.92,9816.98,59,1239,66053,3452.14,1847.74,128,4ki,60000,randwrite,write,36.8k,144MiB/s,151MB/s,4312MiB,30003msec,1909,3064,4817,51643
rbd,ssd,none,34222,40694,38733.39,1476.56,59,136880,162776,100.00,154933.56,5906.37,59,1228,55325,3280.30,1392.10,128,4ki,70000,randwrite,write,38.7k,151MiB/s,159MB/s,4538MiB,30003msec,1942,2999,4490,40109
rbd,ssd,none,36228,40656,38705.86,1016.34,59,144912,162624,100.00,154823.32,4065.47,59,1249,50630,3281.53,1390.72,128,4ki,80000,randwrite,write,38.7k,151MiB/s,159MB/s,4536MiB,30004msec,1958,2999,4424,42730
rbd,ssd,none,33706,41432,38601.80,1876.19,59,134824,165728,100.00,154407.05,7505.01,59,1268,60733,3291.11,1519.76,128,4ki,90000,randwrite,write,38.6k,151MiB/s,158MB/s,4523MiB,30004msec,1926,2999,4490,45351
rbd,ssd,none,34724,41116,38937.88,1571.22,59,138896,164464,100.00,155751.44,6284.86,59,1158,43638,3268.00,1329.33,128,4ki,100000,randwrite,write,38.9k,152MiB/s,159MB/s,4555MiB,30004msec,1958,2966,4424,33817
rbd,ssd,none,34724,41116,38937.88,1571.22,59,38864,41376,100.00,40010.85,414.85,59,1897,23574,8132.54,1531.30,128,4ki,10000,write,write,9997,39.1MiB/s,40.9MB/s,1172MiB,30007msec,3195,7963,9765,23200
rbd,ssd,none,11776,14684,13433.53,593.65,59,47104,58736,99.99,53734.10,2374.58,59,1917,25621,9451.09,1430.64,128,4ki,20000,write,write,13.4k,52.5MiB/s,55.0MB/s,1575MiB,30006msec,4948,9372,10683,25560
rbd,ssd,none,12290,16302,13859.42,799.18,59,49160,65208,100.00,55437.69,3196.73,59,1915,24391,9174.86,1496.73,128,4ki,30000,write,write,13.8k,54.1MiB/s,56.7MB/s,1622MiB,30007msec,4752,9110,10421,24249
rbd,ssd,none,12346,14292,13592.44,382.38,59,49384,57168,100.00,54369.90,1529.55,59,1940,31578,9343.65,1527.01,128,4ki,40000,write,write,13.6k,53.1MiB/s,55.7MB/s,1593MiB,30008msec,4817,9241,10421,31589
rbd,ssd,none,12486,16474,13693.86,616.93,59,49944,65896,100.00,54775.46,2467.70,59,1724,25428,9294.39,1459.66,128,4ki,50000,write,write,13.7k,53.4MiB/s,56.0MB/s,1602MiB,30009msec,4752,9241,10421,25297
rbd,ssd,none,12004,14988,13491.46,635.18,59,48016,59952,100.00,53965.83,2540.71,59,2091,62187,9412.56,2109.72,128,4ki,60000,write,write,13.5k,52.7MiB/s,55.3MB/s,1581MiB,30008msec,4817,9241,10552,62129
rbd,ssd,none,11820,14246,13291.56,527.43,59,47280,56984,100.00,53166.10,2109.58,59,1990,29848,9565.78,1674.98,128,4ki,70000,write,write,13.3k,51.9MiB/s,54.4MB/s,1556MiB,30009msec,4817,9372,10814,29492
rbd,ssd,none,12194,15280,13507.29,573.20,59,48776,61120,100.00,54029.15,2292.79,59,2053,28478,9408.55,1448.62,128,4ki,80000,write,write,13.5k,52.7MiB/s,55.3MB/s,1582MiB,30007msec,4883,9372,10683,27132
rbd,ssd,none,12292,14860,13715.90,514.38,59,49168,59440,99.96,54863.46,2057.52,59,1904,32783,9254.72,1373.58,128,4ki,90000,write,write,13.7k,53.6MiB/s,56.2MB/s,1608MiB,30006msec,4883,9110,10421,32637
rbd,ssd,none,12290,14704,13652.07,555.39,59,49160,58816,100.00,54608.14,2221.67,59,1969,26021,9314.28,1418.43,128,4ki,100000,write,write,13.6k,53.3MiB/s,55.8MB/s,1598MiB,30008msec,4752,9241,10552,26084
rbd,ssd,none,12290,14704,13652.07,555.39,59,49160,58816,100.00,54608.14,2221.67,59,2202,13435,3465.90,548.39,1,4ki,100000,randwrite,write,284,1139KiB/s,1166kB/s,33.4MiB,30002msec,2835,3392,3818,13435
rbd,ssd,none,12290,14704,13652.07,555.39,59,23584,37824,100.00,30426.98,4224.29,59,1111,54627,2092.08,813.27,16,4ki,100000,randwrite,write,7594,29.7MiB/s,31.1MB/s,890MiB,30003msec,1319,1991,2737,37487
rbd,ssd,none,13808,17458,15224.10,615.43,59,55232,69832,100.00,60896.54,2461.64,59,1194,49102,2092.35,761.05,32,4ki,100000,randwrite,write,15.2k,59.4MiB/s,62.3MB/s,1781MiB,30003msec,1516,1991,2442,37487
rbd,ssd,none,22892,28174,26586.75,1218.39,59,91568,112696,100.00,106347.02,4873.61,59,1214,56068,2394.89,1005.14,64,4ki,100000,randwrite,write,26.6k,104MiB/s,109MB/s,3114MiB,30003msec,1663,2245,2868,41157
rbd,ssd,none,28308,34738,32415.19,1339.98,59,113232,138952,99.97,129660.75,5359.93,59,1385,43534,3179.00,1138.22,80,4ki,100000,randwrite,write,32.4k,127MiB/s,133MB/s,3800MiB,30004msec,2024,3032,3949,38011
rbd,ssd,none,28758,36266,34163.90,1475.94,59,115032,145056,99.99,136655.19,5903.56,59,1448,48566,3220.48,1255.75,96,4ki,100000,randwrite,write,34.2k,133MiB/s,140MB/s,4004MiB,30003msec,2040,2999,4047,40109
rbd,ssd,none,30406,38548,36004.14,1589.10,59,121624,154192,100.00,144016.27,6356.29,59,1346,49919,3311.53,1458.20,112,4ki,100000,randwrite,write,35.9k,140MiB/s,147MB/s,4213MiB,30004msec,2040,3064,4293,43254
rbd,ssd,none,33744,39918,37421.56,1531.88,59,134976,159672,100.00,149686.24,6127.51,59,1265,52506,3395.21,1473.98,128,4ki,100000,randwrite,write,37.4k,146MiB/s,153MB/s,4384MiB,30004msec,2040,3130,4490,44303
rbd,ssd,none,30912,39552,36343.32,2075.28,59,123648,158208,100.00,145373.29,8301.13,59,1430,49312,5727.79,1947.38,160,4ki,100000,randwrite,write,36.3k,142MiB/s,149MB/s,4258MiB,30003msec,3425,5473,7308,42730
rbd,ssd,none,34048,41344,38176.54,1627.49,59,136192,165376,99.96,152706.03,6509.72,59,1620,47373,5863.52,1537.75,192,4ki,100000,randwrite,write,38.2k,149MiB/s,156MB/s,4476MiB,30004msec,3949,5604,7242,38536
rbd,ssd,none,33920,41536,37300.07,1776.86,59,135680,166144,100.00,149200.27,7107.44,59,2407,52596,6435.53,1606.60,224,4ki,100000,randwrite,write,37.2k,145MiB/s,153MB/s,4365MiB,30005msec,4752,6194,7635,43254
rbd,ssd,none,32144,40202,36965.73,1820.19,59,128576,160808,100.00,147863.05,7280.38,59,2456,83105,6903.59,1752.19,256,4ki,100000,randwrite,write,36.9k,144MiB/s,151MB/s,4329MiB,30003msec,5342,6587,8029,63177
rbd,ssd,none,30720,39936,36700.07,2063.85,59,122880,159744,100.00,146800.31,8255.37,59,2757,98867,11368.48,2723.39,320,4ki,100000,randwrite,write,36.7k,143MiB/s,150MB/s,4297MiB,30003msec,7767,11076,13698,78119
rbd,ssd,none,32768,40192,37419.39,1681.50,59,131072,160768,100.00,149677.56,6725.99,59,3331,53341,12010.00,1921.22,384,4ki,100000,randwrite,write,37.3k,146MiB/s,153MB/s,4374MiB,30004msec,9110,11863,13960,39060
rbd,ssd,none,26112,39424,36905.19,1930.86,59,104448,157696,99.92,147620.61,7723.31,59,2292,62214,12990.28,2287.61,448,4ki,100000,randwrite,write,36.9k,144MiB/s,151MB/s,4329MiB,30003msec,10683,12649,14615,54789
rbd,ssd,none,34272,40470,37883.39,1507.47,59,137088,161880,100.00,151533.56,6029.90,59,3667,57085,13494.18,1909.32,512,4ki,100000,randwrite,write,37.9k,148MiB/s,155MB/s,4437MiB,30004msec,11469,13173,14877,51643
rbd,ssd,none,34272,40470,37883.39,1507.47,59,137088,161880,100.00,151533.56,6029.90,59,1949,15573,2883.86,447.13,1,4ki,100000,write,write,341,1366KiB/s,1399kB/s,40.0MiB,30003msec,2278,2802,3326,15270
rbd,ssd,none,34272,40470,37883.39,1507.47,59,10264,14208,100.00,11815.46,762.11,59,1432,20029,5404.38,1344.63,16,4ki,100000,write,write,2952,11.5MiB/s,12.1MB/s,346MiB,30008msec,2311,5669,6652,20055
rbd,ssd,none,34272,40470,37883.39,1507.47,59,18688,23376,100.00,20524.34,939.95,59,1739,20404,6223.70,1238.28,32,4ki,100000,write,write,5126,20.0MiB/s,21.0MB/s,601MiB,30006msec,2606,6259,7242,20317
rbd,ssd,none,34272,40470,37883.39,1507.47,59,31568,41688,100.00,35080.00,1628.80,59,1757,25586,7294.21,1364.38,64,4ki,100000,write,write,8756,34.2MiB/s,35.9MB/s,1026MiB,30005msec,3261,7242,8291,24249
rbd,ssd,none,10368,12030,11281.93,420.65,59,41472,48120,100.00,45127.73,1682.59,59,2071,24472,8543.82,1452.84,80,4ki,100000,write,write,11.3k,44.0MiB/s,46.2MB/s,1321MiB,30007msec,3884,8455,9765,23725
rbd,ssd,none,11776,14718,13082.07,748.70,59,47104,58872,100.00,52328.27,2994.81,59,2008,28217,9481.30,1655.17,96,4ki,100000,write,write,13.1k,51.0MiB/s,53.5MB/s,1531MiB,30004msec,5211,9372,10814,27919
rbd,ssd,none,11776,14400,12922.61,618.75,59,47104,57600,100.00,51690.31,2475.24,59,1989,27497,9708.98,1525.01,112,4ki,100000,write,write,12.9k,50.5MiB/s,52.9MB/s,1515MiB,30008msec,5276,9634,10945,27132
rbd,ssd,none,12032,15868,13272.95,707.31,59,48128,63472,100.00,53091.66,2829.38,59,2099,28572,9583.61,1485.81,128,4ki,100000,write,write,13.3k,51.8MiB/s,54.3MB/s,1554MiB,30010msec,5080,9503,10945,28443
rbd,ssd,none,11904,14976,13339.12,614.81,59,47616,59904,100.00,53356.47,2459.24,59,3256,34207,15143.79,3777.54,160,4ki,100000,write,write,13.3k,52.1MiB/s,54.6MB/s,1564MiB,30006msec,8717,14746,20055,33817
rbd,ssd,none,12160,15104,13283.80,599.46,59,48640,60416,100.00,53135.19,2397.85,59,3687,34604,15760.12,3443.35,192,4ki,100000,write,write,13.3k,51.9MiB/s,54.4MB/s,1556MiB,30007msec,9634,15139,20055,33817
rbd,ssd,none,12288,14272,13327.19,464.16,59,49152,57088,100.00,53308.75,1856.62,59,3867,35266,17649.97,3093.68,224,4ki,100000,write,write,13.3k,52.1MiB/s,54.6MB/s,1562MiB,30006msec,10159,18220,20841,34866
rbd,ssd,none,12288,15358,13394.68,610.21,59,49152,61432,100.00,53578.85,2440.99,59,6869,37355,19037.47,2266.08,256,4ki,100000,write,write,13.4k,52.3MiB/s,54.9MB/s,1570MiB,30007msec,13173,18744,21365,37487
rbd,ssd,none,12288,14208,13218.71,509.21,59,49152,56832,100.00,52874.85,2036.87,59,5044,58336,30549.79,5537.10,320,4ki,100000,write,write,13.2k,51.6MiB/s,54.1MB/s,1548MiB,30010msec,19792,30540,38011,57934
rbd,ssd,none,12288,14848,13390.10,534.15,59,49152,59392,100.00,53560.41,2136.60,59,6356,56194,31602.55,3728.58,384,4ki,100000,write,write,13.4k,52.3MiB/s,54.8MB/s,1569MiB,30009msec,23987,31327,36439,55837
rbd,ssd,none,11648,14336,13160.14,614.54,59,46592,57344,100.00,52640.54,2458.18,59,5918,54713,35500.95,4380.93,448,4ki,100000,write,write,13.2k,51.4MiB/s,53.9MB/s,1542MiB,30007msec,27657,34866,41157,54264
rbd,ssd,none,11914,16014,13864.75,827.25,59,47656,64056,100.00,55458.98,3309.02,59,5263,60711,36840.85,3649.70,512,4ki,100000,write,write,13.9k,54.1MiB/s,56.8MB/s,1625MiB,30006msec,28705,36439,41681,60556
rbd,ssd,none,28890,40256,37056.75,1898.62,59,115560,161024,99.99,148226.98,7594.53,59,3636,56905,6879.64,1667.50,256,4ki,100000,randwrite,write,37.1k,145MiB/s,152MB/s,4344MiB,30005msec,5276,6587,8094,43779
rbd,ssd,none,32546,38606,35753.46,1453.78,59,260368,308848,100.00,286027.66,11630.21,59,3390,51051,7134.63,1703.94,256,8ki,100000,randwrite,write,35.7k,279MiB/s,293MB/s,8377MiB,30004msec,5538,6783,8455,43779
rbd,ssd,none,19338,26056,24235.29,1241.38,59,309408,416896,99.96,387763.53,19862.40,59,3390,51051,7134.63,1703.94,256,16ki,100000,randwrite,write,24.2k,379MiB/s,397MB/s,11.1GiB,30006msec,8,11,12,222
rbd,ssd,none,19338,26056,24235.29,1241.38,59,261248,464768,100.00,435162.03,34361.87,59,3390,51051,7134.63,1703.94,256,32ki,100000,randwrite,write,13.6k,425MiB/s,446MB/s,12.5GiB,30010msec,15,18,20,232
rbd,ssd,none,19338,26056,24235.29,1241.38,59,448896,573568,99.87,484673.08,25215.74,59,4221,83815,33618.45,4106.93,256,64ki,100000,randwrite,write,7582,474MiB/s,497MB/s,13.9GiB,30017msec,18482,33817,36439,67634
rbd,ssd,none,11776,14684,13150.61,563.49,59,47104,58736,100.00,52602.44,2253.96,59,2718,38552,19389.56,2133.59,256,4ki,100000,write,write,13.1k,51.4MiB/s,53.9MB/s,1541MiB,30006msec,13698,19268,21627,38536
rbd,ssd,none,11776,14684,13150.61,563.49,59,71680,84528,100.00,78572.47,3065.44,59,5110,53938,25956.40,3444.13,256,8ki,100000,write,write,9820,76.7MiB/s,80.4MB/s,2302MiB,30009msec,17695,25822,29754,51119
rbd,ssd,none,11776,14684,13150.61,563.49,59,98304,118464,99.98,107160.41,4333.65,59,4587,65971,38052.58,5340.09,256,16ki,100000,write,write,6698,105MiB/s,110MB/s,3141MiB,30008msec,24511,37487,44303,65799
rbd,ssd,none,11776,14684,13150.61,563.49,59,135360,176000,99.87,155702.75,7230.74,59,4587,65971,38052.58,5340.09,256,32ki,100000,write,write,4871,152MiB/s,160MB/s,4570MiB,30015msec,31,53,65,101
rbd,ssd,none,11776,14684,13150.61,563.49,59,203520,240512,99.87,222997.33,8545.59,60,4587,65971,38052.58,5340.09,256,64ki,100000,write,write,3488,218MiB/s,229MB/s,6549MiB,30034msec,38,73,93,136
rbd,hdd,none,,,,,,17872,24576,100.00,20992.80,1238.97,120,619,748950,24303.94,60849.19,128,4ki,,randread,read,5229,20.4MiB/s,21.4MB/s,1231MiB,60238msec,3,10,40,701
rbd,hdd,none,,,,,,12896,18392,100.00,14445.13,740.53,120,784,74146,35171.57,8600.14,128,4ki,,read,read,3611,14.1MiB/s,14.8MB/s,847MiB,60038msec,5932,37487,39584,71828
rbd,hdd,none,,,,,,16240,23544,100.00,21322.93,1381.62,60,457,804427,24049.84,66684.56,128,4ki,10000,randread,read,5281,20.6MiB/s,21.6MB/s,625MiB,30304msec,1336,9896,36963,775947
rbd,hdd,none,,,,,,20088,64264,100.00,32328.00,14359.35,60,355,771981,15892.14,56409.16,128,4ki,20000,randread,read,7989,31.2MiB/s,32.7MB/s,948MiB,30362msec,469,979,23200,666895
rbd,hdd,none,,,,,,18072,59608,100.00,27501.60,10227.97,60,367,717789,18523.59,59935.82,128,4ki,30000,randread,read,6857,26.8MiB/s,28.1MB/s,806MiB,30095msec,498,6390,28967,692061
rbd,hdd,none,,,,,,19864,69296,100.00,33292.67,12399.98,60,389,844979,15381.87,62020.00,128,4ki,40000,randread,read,8262,32.3MiB/s,33.8MB/s,976MiB,30235msec,494,848,20055,834667
rbd,hdd,none,,,,,,21888,53272,100.00,35662.53,8311.45,60,325,666149,14317.65,48336.52,128,4ki,50000,randread,read,8873,34.7MiB/s,36.3MB/s,1045MiB,30157msec,490,889,24773,641729
rbd,hdd,none,,,,,,22040,45744,100.00,30812.13,5868.92,60,329,811405,16683.67,66095.68,128,4ki,60000,randread,read,7624,29.8MiB/s,31.2MB/s,903MiB,30325msec,474,938,20317,725615
rbd,hdd,none,,,,,,22152,49600,100.00,32732.93,6011.19,60,333,846929,15705.55,54040.66,128,4ki,70000,randread,read,8098,31.6MiB/s,33.2MB/s,959MiB,30329msec,486,996,24249,767558
rbd,hdd,none,,,,,,23552,49456,100.00,34230.13,5792.49,60,321,640596,14964.17,47296.72,128,4ki,80000,randread,read,8489,33.2MiB/s,34.8MB/s,1003MiB,30256msec,469,873,25822,574620
rbd,hdd,none,,,,,,24280,43512,100.00,32618.93,3951.85,60,350,690152,15734.32,51932.16,128,4ki,90000,randread,read,8083,31.6MiB/s,33.1MB/s,956MiB,30279msec,490,1123,23987,599786
rbd,hdd,none,,,,,,21520,47736,100.00,33491.07,5255.91,60,324,742240,15363.34,60221.22,128,4ki,100000,randread,read,8278,32.3MiB/s,33.9MB/s,982MiB,30357msec,478,816,18220,633340
rbd,hdd,none,,,,,,13144,17952,100.00,14365.87,639.29,60,646,165435,35347.49,9454.11,128,4ki,10000,read,read,3591,14.0MiB/s,14.7MB/s,421MiB,30039msec,6,38,41,165
rbd,hdd,none,,,,,,13264,34648,100.00,18182.27,4673.92,60,600,74872,27934.77,13966.63,128,4ki,20000,read,read,4544,17.8MiB/s,18.6MB/s,533MiB,30038msec,4490,36963,39584,70779
rbd,hdd,none,,,,,,13712,51472,100.00,19856.53,6676.72,60,414,74984,25583.47,15505.01,128,4ki,30000,read,read,4961,19.4MiB/s,20.3MB/s,582MiB,30039msec,1237,36439,39060,73925
rbd,hdd,none,,,,,,11448,53064,100.00,20528.27,6834.66,60,382,105038,24749.94,15574.25,128,4ki,40000,read,read,5128,20.0MiB/s,21.0MB/s,602MiB,30044msec,1057,32900,38536,104334
rbd,hdd,none,,,,,,13624,40464,100.00,20561.60,5921.33,60,381,81155,24705.01,15808.15,128,4ki,50000,read,read,5137,20.1MiB/s,21.0MB/s,603MiB,30042msec,963,35390,39060,79168
rbd,hdd,none,,,,,,13496,42864,100.00,20717.20,6438.96,60,365,69612,24528.05,15883.74,128,4ki,60000,read,read,5177,20.2MiB/s,21.2MB/s,607MiB,30033msec,963,36439,38536,66323
rbd,hdd,none,,,,,,12464,39720,100.00,20974.80,6683.16,60,361,74910,24223.65,15638.46,128,4ki,70000,read,read,5242,20.5MiB/s,21.5MB/s,615MiB,30029msec,988,30540,39060,73925
rbd,hdd,none,,,,,,13016,38712,100.00,20714.93,5777.09,60,371,164339,24535.79,16041.79,128,4ki,80000,read,read,5176,20.2MiB/s,21.2MB/s,607MiB,30038msec,955,31065,38536,164627
rbd,hdd,none,,,,,,13720,39720,100.00,20658.93,6844.98,60,377,76263,24602.10,16098.95,128,4ki,90000,read,read,5162,20.2MiB/s,21.1MB/s,606MiB,30040msec,930,36439,38536,70779
rbd,hdd,none,,,,,,10240,40336,100.00,20222.42,6327.54,60,353,182473,25130.24,17179.34,128,4ki,100000,read,read,5053,19.7MiB/s,20.7MB/s,593MiB,30038msec,971,36963,39060,181404
rbd,hdd,none,,,,,,10240,40336,100.00,20222.42,6327.54,60,913,161517,10578.96,9670.25,1,4ki,100000,randread,read,94,377KiB/s,386kB/s,11.0MiB,30009msec,1074,8586,20841,162530
rbd,hdd,none,,,,,,10240,40336,100.00,20222.42,6327.54,60,417,147656,6267.35,5989.94,16,4ki,100000,randread,read,2545,9.94MiB/s,10.4MB/s,298MiB,30020msec,562,5669,11207,137364
rbd,hdd,none,,,,,,16360,151560,100.00,28242.80,29329.09,60,310,177010,4522.67,6789.20,32,4ki,100000,randread,read,7052,27.5MiB/s,28.9MB/s,828MiB,30038msec,498,955,11338,131597
rbd,hdd,none,,,,,,17840,53984,100.00,32555.07,9095.34,60,327,399465,7858.17,19405.29,64,4ki,100000,randread,read,8130,31.8MiB/s,33.3MB/s,954MiB,30040msec,478,873,17957,362808
rbd,hdd,none,,,,,,21120,61696,100.00,33510.40,7963.07,60,422,534967,11522.14,36730.43,80,4ki,100000,randread,read,8329,32.5MiB/s,34.1MB/s,982MiB,30182msec,717,1287,19530,497026
rbd,hdd,none,,,,,,22536,48392,100.00,33941.33,5907.45,60,386,587206,12756.62,40478.81,96,4ki,100000,randread,read,8458,33.0MiB/s,34.6MB/s,995MiB,30108msec,619,1172,22414,549454
rbd,hdd,none,,,,,,24328,43016,100.00,32998.40,4158.81,60,405,560537,14580.19,43258.63,112,4ki,100000,randread,read,8195,32.0MiB/s,33.6MB/s,967MiB,30212msec,570,1139,25560,530580
rbd,hdd,none,,,,,,22112,43128,100.00,32559.07,4435.48,60,324,967124,15843.10,65507.23,128,4ki,100000,randread,read,8027,31.4MiB/s,32.9MB/s,954MiB,30436msec,478,857,20055,817890
rbd,hdd,none,,,,,,21504,54528,100.00,32128.00,7042.34,60,432,861407,25536.40,72509.18,160,4ki,100000,randread,read,7956,31.1MiB/s,32.6MB/s,942MiB,30304msec,701,11338,31065,834667
rbd,hdd,none,,,,,,18552,52736,100.00,33220.13,7423.03,60,432,861407,25536.40,72509.18,192,4ki,100000,randread,read,8053,31.5MiB/s,33.0MB/s,974MiB,30964msec,652,10945,31589,1988101
rbd,hdd,none,,,,,,18552,52736,100.00,33220.13,7423.03,60,432,861407,25536.40,72509.18,224,4ki,100000,randread,read,7909,30.9MiB/s,32.4MB/s,931MiB,30134msec,685,14091,35914,1518339
rbd,hdd,none,,,,,,18552,52736,100.00,33220.13,7423.03,60,432,861407,25536.40,72509.18,256,4ki,100000,randread,read,8074,31.5MiB/s,33.1MB/s,963MiB,30542msec,553,15270,38536,1853883
rbd,hdd,none,,,,,,10752,47616,100.00,34329.60,7800.50,60,432,861407,25536.40,72509.18,320,4ki,100000,randread,read,8517,33.3MiB/s,34.9MB/s,1007MiB,30277msec,6,37,70,1334
rbd,hdd,none,,,,,,10752,47616,100.00,34329.60,7800.50,60,432,861407,25536.40,72509.18,384,4ki,100000,randread,read,7872,30.8MiB/s,32.2MB/s,939MiB,30528msec,11,42,73,1200
rbd,hdd,none,,,,,,14336,44544,100.00,32213.33,5972.60,60,432,861407,25536.40,72509.18,448,4ki,100000,randread,read,7960,31.1MiB/s,32.6MB/s,946MiB,30407msec,12,46,77,1003
rbd,hdd,none,,,,,,12536,45064,100.00,32464.53,7048.41,60,432,861407,25536.40,72509.18,512,4ki,100000,randread,read,7987,31.2MiB/s,32.7MB/s,953MiB,30549msec,9,48,82,1284
rbd,hdd,none,,,,,,12536,45064,100.00,32464.53,7048.41,60,748,66309,1290.71,630.63,1,4ki,100000,read,read,752,3008KiB/s,3080kB/s,88.1MiB,30001msec,988,1270,1385,19792
rbd,hdd,none,,,,,,11992,32896,100.00,14478.24,4368.85,59,370,34908,4411.98,2148.56,16,4ki,100000,read,read,3611,14.1MiB/s,14.8MB/s,423MiB,30005msec,783,4686,5276,30802
rbd,hdd,none,,,,,,12496,33568,100.00,17568.14,4970.21,59,427,121531,7300.50,4542.52,32,4ki,100000,read,read,4373,17.1MiB/s,17.9MB/s,513MiB,30012msec,1319,9241,10290,119014
rbd,hdd,none,,,,,,12712,41064,100.00,19159.60,6943.73,60,411,52283,13347.43,8108.32,64,4ki,100000,read,read,4788,18.7MiB/s,19.6MB/s,562MiB,30019msec,1074,18482,19792,50070
rbd,hdd,none,,,,,,12856,57528,100.00,19910.40,7289.61,60,1024,65623,20906.07,13287.75,80,4ki,100000,read,read,4976,19.4MiB/s,20.4MB/s,584MiB,30025msec,2040,25560,35914,64226
rbd,hdd,none,,,,,,12880,40376,99.72,19830.64,6349.39,59,818,72085,22632.07,14122.35,96,4ki,100000,read,read,4971,19.4MiB/s,20.4MB/s,583MiB,30009msec,1860,29754,36963,68682
rbd,hdd,none,,,,,,13720,44104,100.00,20296.53,6485.87,60,581,70676,23732.34,14922.98,112,4ki,100000,read,read,5071,19.8MiB/s,20.8MB/s,595MiB,30037msec,1385,33424,37487,68682
rbd,hdd,none,,,,,,13632,43168,100.00,20570.40,6754.16,60,378,78366,24711.43,15749.28,128,4ki,100000,read,read,5139,20.1MiB/s,21.1MB/s,603MiB,30040msec,955,35390,38536,73925
rbd,hdd,none,,,,,,12288,39936,100.00,20684.80,6951.47,60,378,78366,24711.43,15749.28,160,4ki,100000,read,read,5170,20.2MiB/s,21.2MB/s,607MiB,30040msec,5,48,71,113
rbd,hdd,none,,,,,,13312,43520,99.78,20488.68,6197.10,59,378,78366,24711.43,15749.28,192,4ki,100000,read,read,5133,20.1MiB/s,21.0MB/s,602MiB,30007msec,6,54,73,107
rbd,hdd,none,,,,,,13312,38912,99.96,20710.27,6214.86,60,378,78366,24711.43,15749.28,224,4ki,100000,read,read,5179,20.2MiB/s,21.2MB/s,608MiB,30038msec,7,56,75,126
rbd,hdd,none,,,,,,13176,39984,99.95,20282.27,6350.58,60,378,78366,24711.43,15749.28,256,4ki,100000,read,read,5072,19.8MiB/s,20.8MB/s,595MiB,30037msec,8,62,78,205
